Cartographie PMSI; ; 
Référentiel géographique : France par code géographique PMSI; ; 
Code;Libellé;Séjours PMSI MCO au lieu de résidence 2018
29350;MOËLAN-SUR-MER;N/A
29360;CLOHARS-CARNOËT;N/A
29370;ELLIANT;N/A
29380;BANNALEC;N/A
29390;SCAËR;N/A
29400;LANDIVISIAU;N/A
29410;PLEYBER-CHRIST;N/A
29420;PLOUVORN;N/A
29430;PLOUESCAT;N/A
29440;PLOUZÉVÉDÉ;N/A
29450;SIZUN;N/A
29460;DIRINON;N/A
29470;PLOUGASTEL-DAOULAS;N/A
29480;LE RELECQ-KERHUON;N/A
29490;GUIPAVAS;N/A
29500;ERGUÉ-GABÉRIC;N/A
29510;BRIEC;N/A
29530;PLONÉVEZ-DU-FAOU;N/A
29540;SPÉZET;N/A
29550;PLOMODIERN;N/A
29560;TELGRUC-SUR-MER;N/A
29570;CAMARET-SUR-MER;N/A
29590;PONT-DE-BUIS-LÈS-QUIMERCH;N/A
29600;MORLAIX;N/A
29610;PLOUIGNEAU;N/A
29620;LANMEUR;N/A
29630;PLOUGASNOU;N/A
29640;PLOUGONVEN;N/A
29650;PLOUIGNEAU;N/A
29660;CARANTEC;N/A
29670;TAULÉ;N/A
29690;POULLAOUEN;N/A
29700;PLOMELIN;N/A
29710;PLOZÉVET;N/A
29720;PLONÉOUR-LANVERN;N/A
29730;GUILVINEC;N/A
29740;PLOBANNALEC-LESCONIL;N/A
29750;LOCTUDY;N/A
29760;PENMARCH;N/A
29780;PLOUHINEC;N/A
29790;PONT-CROIX;N/A
29800;LANDERNEAU;N/A
29820;GUILERS;N/A
29830;PLOUDALMÉZEAU;N/A
29840;PORSPODER;N/A
29850;GOUESNOU;N/A
29860;PLABENNEC;N/A
29870;LANNILIS;N/A
29880;PLOUGUERNEAU;N/A
29890;KERLOUAN;N/A
29900;CONCARNEAU;N/A
29910;TRÉGUNC;N/A
29920;NÉVEZ;N/A
29930;PONT-AVEN;N/A
29940;LA FORÊT-FOUESNANT;N/A
29950;BÉNODET;N/A
29C01;ÎLE-DE-BATZ/ROSCOFF;N/A
29C03;ÎLE-DE-SEIN/AUDIERNE;N/A
29C04;ÎLE-TUDY/PONT-L'ABBÉ;N/A
29C05;TRÉGOUREZ/CHÂTEAUNEUF-DU-FAOU;N/A
29C06;ÎLE-MOLÈNE/PLOUARZEL/OUESSANT;N/A
2AC12;ÉVISA/SERRIERA/PIANA/OTA/MARI;N/A
2AC13;VICO/SOCCIA;N/A
2AC14;VERO/UCCIANI/TAVERA/SARI-D'OR;N/A
2AC15;ZÉVACO/ZICAVO/SANTA-MARIA-SIC;N/A
2AC16;SORBOLLANO/SERRA-DI-SCOPAMÈNE;N/A
2AC17;PROPRIANO/OLMETO/FOZZANO;N/A
2AC18;SARTÈNE;N/A
2AC19;ZONZA/SOTTA/PORTO-VECCHIO/PIA;N/A
2BC01;SISCO/SAINT-FLORENT/ROGLIANO/;N/A
2BC02;MURATO/CAMPITELLO/BORGO/BIGUG;N/A
2BC03;SANTO-PIETRO-DI-TENDA/PATRIMO;N/A
2BC04;VILLE-DI-PARASO/OLMI-CAPPELLA;N/A
2BC05;SAN-LORENZO/MOROSAGLIA/CASTEL;N/A
2BC06;VESCOVATO/PIEDICROCE/PENTA-DI;N/A
2BC07;GALÉRIA/CALVI/CALENZANA;N/A
2BC08;VIVARIO/VEZZANI/VENACO/PANCHE;N/A
2BC09;VALLE-D'ALESANI/CERVIONE;N/A
2BC10;ZALANA/SAN-NICOLAO/ALÉRIA;N/A
2BC11;SARI-SOLENZARA/PRUNELLI-DI-FI;N/A
30000;NÎMES;N/A
30100;ALÈS;N/A
30110;LA GRAND-COMBE;N/A
30114;NAGES-ET-SOLORGUES;N/A
30126;SAINT-LAURENT-DES-ARBRES;N/A
30127;BELLEGARDE;N/A
30128;GARONS;N/A
30129;MANDUEL;N/A
30130;PONT-SAINT-ESPRIT;N/A
30131;PUJAUT;N/A
30132;CAISSARGUES;N/A
30133;LES ANGLES;N/A
30140;ANDUZE;N/A
30150;ROQUEMAURE;N/A
30160;BESSÈGES;N/A
30170;SAINT-HIPPOLYTE-DU-FORT;N/A
30190;SAINT-GENIÈS-DE-MALGOIRÈS;N/A
30200;BAGNOLS-SUR-CÈZE;N/A
30210;REMOULINS;N/A
30220;AIGUES-MORTES;N/A
30230;BOUILLARGUES;N/A
30240;LE GRAU-DU-ROI;N/A
30250;SOMMIÈRES;N/A
30260;QUISSAC;N/A
30270;SAINT-JEAN-DU-GARD;N/A
30290;LAUDUN-L'ARDOISE;N/A
30300;BEAUCAIRE;N/A
30320;MARGUERITTES;N/A
30330;TRESQUES;N/A
30340;SAINT-PRIVAT-DES-VIEUX;N/A
30350;LÉZAN;N/A
30360;VÉZÉNOBRES;N/A
30380;SAINT-CHRISTOL-LEZ-ALÈS;N/A
30390;ARAMON;N/A
30400;VILLENEUVE-LÈS-AVIGNON;N/A
30410;MOLIÈRES-SUR-CÈZE;N/A
30430;BARJAC;N/A
30440;SUMÈNE;N/A
30450;GÉNOLHAC;N/A
30460;LASALLE;N/A
30470;AIMARGUES;N/A
30480;CENDRAS;N/A
30490;MONTFRIN;N/A
30500;SAINT-AMBROIX;N/A
30510;GÉNÉRAC;N/A
30520;SAINT-MARTIN-DE-VALGALGUES;N/A
30530;CHAMBORIGAUD;N/A
30540;MILHAUD;N/A
30560;SAINT-HILAIRE-DE-BRETHMAS;N/A
30570;VAL-D'AIGOUAL;N/A
30580;BROUZET-LÈS-ALÈS;11
30600;VAUVERT;N/A
30610;SAUVE;N/A
30620;UCHAUD;N/A
30630;GOUDARGUES;N/A
30640;BEAUVOISIN;N/A
30650;ROCHEFORT-DU-GARD;N/A
30660;GALLARGUES-LE-MONTUEUX;N/A
30670;AIGUES-VIVES;N/A
30700;UZÈS;N/A
30720;RIBAUTE-LES-TAVERNES;N/A
30730;SAINT-MAMERT-DU-GARD;N/A
30740;LE CAILAR;N/A
30760;SAINT-JULIEN-DE-PEYROLAS;N/A
30800;SAINT-GILLES;N/A
30820;CAVEIRAC;N/A
30840;MEYNES;N/A
30870;CLARENSAC;N/A
30920;CODOGNAN;N/A
30960;LES MAGES;N/A
30980;LANGLADE;N/A
30C01;SAUMANE/SAINT-ANDRÉ-DE-VALBOR;N/A
30C02;CONGÉNIES/CALVISSON;N/A
30C03;VERGÈZE/MUS;N/A
30C04;LE VIGAN/LANUÉJOLS/AUMESSAS;N/A
31000;TOULOUSE;19
31110;BAGNÈRES-DE-LUCHON;N/A
31120;PORTET-SUR-GARONNE;N/A
31130;BALMA;N/A
31140;LAUNAGUET;N/A
31150;BRUGUIÈRES;N/A
31160;ASPET;N/A
31170;TOURNEFEUILLE;N/A
31180;CASTELMAUROU;N/A
31190;AUTERIVE;N/A
31210;MONTRÉJEAU;N/A
31220;CAZÈRES;N/A
31230;L'ISLE-EN-DODON;N/A
31240;L'UNION;N/A
31250;REVEL;N/A
31260;SALIES-DU-SALAT;N/A
31270;CUGNAUX;N/A
31280;DRÉMIL-LAFAGE;N/A
31290;VILLEFRANCHE-DE-LAURAGAIS;N/A
31310;MONTESQUIEU-VOLVESTRE;N/A
31320;CASTANET-TOLOSAN;N/A
31330;GRENADE;N/A
31340;VILLEMUR-SUR-TARN;N/A
31350;BOULOGNE-SUR-GESSE;N/A
31360;BOUSSENS;N/A
31370;RIEUMES;N/A
31380;MONTASTRUC-LA-CONSEILLÈRE;N/A
31390;CARBONNE;N/A
31410;LONGAGES;N/A
31420;AURIGNAC;N/A
31430;LE FOUSSERET;N/A
31440;CIERP-GAUD;N/A
31450;BAZIÈGE;N/A
31460;CARAMAN;N/A
31470;FONSORBES;N/A
31480;CADOURS;N/A
31490;LÉGUEVIN;N/A
31510;SAUVETERRE-DE-COMMINGES;N/A
31520;RAMONVILLE-SAINT-AGNE;N/A
31530;LÉVIGNAC;N/A
31540;SAINT-FÉLIX-LAURAGAIS;N/A
31550;CINTEGABELLE;N/A
31560;NAILLOUX;N/A
31570;LANTA;N/A
31580;VILLENEUVE-LÉCUSSAN;N/A
31590;VERFEIL;N/A
31600;MURET;N/A
31620;CASTELNAU-D'ESTRÉTEFONDS;N/A
31650;SAINT-ORENS-DE-GAMEVILLE;N/A
31660;BESSIÈRES;N/A
31670;LABÈGE;N/A
31700;BLAGNAC;N/A
31750;ESCALQUENS;N/A
31770;COLOMIERS;N/A
31780;CASTELGINEST;N/A
31790;SAINT-JORY;N/A
31800;SAINT-GAUDENS;N/A
31810;VERNET;N/A
31820;PIBRAC;N/A
31830;PLAISANCE-DU-TOUCH;N/A
31840;AUSSONNE;N/A
31850;MONTRABÉ;N/A
31860;LABARTHE-SUR-LÈZE;N/A
31870;LAGARDELLE-SUR-LÈZE;N/A
31880;LA SALVETAT-SAINT-GILLES;N/A
32000;AUCH;N/A
32100;CONDOM;N/A
32110;NOGARO;N/A
32120;MAUVEZIN;N/A
32130;SAMATAN;N/A
32140;MASSEUBE;N/A
32150;CAZAUBON;N/A
32160;PLAISANCE;N/A
32170;MIÉLAN;N/A
32190;VIC-FEZENSAC;N/A
32200;GIMONT;N/A
32220;LOMBEZ;N/A
32230;MARCIAC;N/A
32240;ESTANG;N/A
32250;CASTELNAU D'AUZAN LABARRÈRE;N/A
32260;SEISSAN;N/A
32270;AUBIET;N/A
32290;AIGNAN;N/A
32300;MIRANDE;N/A
32310;VALENCE-SUR-BAÏSE;N/A
32320;MONTESQUIOU;N/A
32330;GONDRIN;N/A
32340;MIRADOUX;N/A
32350;ORDAN-LARROQUE;N/A
32360;JEGUN;N/A
32370;MANCIET;N/A
32380;SAINT-CLAR;N/A
32390;MONTESTRUC-SUR-GERS;N/A
32400;RISCLE;N/A
32410;CASTÉRA-VERDUZAN;N/A
32420;SIMORRE;N/A
32430;COLOGNE;N/A
32440;CASTELNAU D'AUZAN LABARRÈRE;N/A
32450;SARAMON;N/A
32460;LE HOUGA;N/A
32480;LA ROMIEU;N/A
32490;MONFERRAN-SAVÈS;N/A
32500;FLEURANCE;N/A
32550;PAVIE;N/A
32600;L'ISLE-JOURDAIN;N/A
32700;LECTOURE;N/A
32720;BARCELONNE-DU-GERS;N/A
32730;VILLECOMTAL-SUR-ARROS;N/A
32800;EAUZE;N/A
32810;PREIGNAN;N/A
33000;BORDEAUX;N/A
33110;LE BOUSCAT;N/A
33112;SAINT-LAURENT-MÉDOC;N/A
33113;SAINT-SYMPHORIEN;N/A
33114;LE BARP;N/A
33120;ARCACHON;N/A
33121;CARCANS;N/A
33123;LE VERDON-SUR-MER;N/A
33124;AUROS;N/A
33125;HOSTENS;N/A
33126;FRONSAC;N/A
33127;SAINT-JEAN-D'ILLAC;N/A
33130;BÈGLES;N/A
33133;GALGON;N/A
33138;LANTON;N/A
33140;VILLENAVE-D'ORNON;N/A
33141;VILLEGOUGE;N/A
33150;CENON;N/A
33160;SAINT-MÉDARD-EN-JALLES;N/A
33170;GRADIGNAN;N/A
33180;SAINT-ESTÈPHE;N/A
33185;LE HAILLAN;N/A
33190;LA RÉOLE;N/A
33210;LANGON;N/A
33220;PINEUILH;N/A
33230;COUTRAS;N/A
33240;SAINT-ANDRÉ-DE-CUBZAC;N/A
33250;PAUILLAC;N/A
33260;LA TESTE-DE-BUCH;N/A
33270;FLOIRAC;N/A
33290;BLANQUEFORT;N/A
33310;LORMONT;N/A
33320;EYSINES;N/A
33330;SAINT-ÉMILION;N/A
33340;LESPARRE-MÉDOC;N/A
33350;CASTILLON-LA-BATAILLE;N/A
33360;CARIGNAN-DE-BORDEAUX;N/A
33370;ARTIGUES-PRÈS-BORDEAUX;N/A
33380;BIGANOS;N/A
33390;BLAYE;N/A
33400;TALENCE;N/A
33410;CADILLAC;N/A
33420;GÉNISSAC;N/A
33430;BAZAS;N/A
33440;AMBARÈS-ET-LAGRAVE;N/A
33450;SAINT-LOUBÈS;N/A
33460;MACAU;N/A
33470;GUJAN-MESTRAS;N/A
33480;CASTELNAU-DE-MÉDOC;N/A
33490;SAINT-MACAIRE;N/A
33500;LIBOURNE;N/A
33510;ANDERNOS-LES-BAINS;N/A
33520;BRUGES;N/A
33530;BASSENS;N/A
33540;SAUVETERRE-DE-GUYENNE;N/A
33550;LANGOIRAN;N/A
33560;CARBON-BLANC;N/A
33570;MONTAGNE;N/A
33580;MONSÉGUR;N/A
33590;SAINT-VIVIEN-DE-MÉDOC;N/A
33600;PESSAC;N/A
33610;CESTAS;N/A
33620;LARUSCADE;N/A
33640;PORTETS;N/A
33650;LA BRÈDE;N/A
33660;SAINT-SEURIN-SUR-L'ISLE;N/A
33670;CRÉON;N/A
33680;LACANAU;N/A
33690;GRIGNOLS;N/A
33700;MÉRIGNAC;N/A
33710;PUGNAC;N/A
33720;PODENSAC;N/A
33730;NOAILLAN;N/A
33740;ARÈS;N/A
33750;SAINT-QUENTIN-DE-BARON;N/A
33760;TARGON;N/A
33770;SALLES;N/A
33780;SOULAC-SUR-MER;N/A
33790;PELLEGRUE;N/A
33810;AMBÈS;N/A
33820;SAINT-CIERS-SUR-GIRONDE;N/A
33830;BELIN-BÉLIET;N/A
33840;CAPTIEUX;N/A
33850;LÉOGNAN;N/A
33860;VAL-DE-LIVENNE;N/A
33870;VAYRES;N/A
33880;SAINT-CAPRAIS-DE-BORDEAUX;N/A
33890;GENSAC;N/A
33910;SAINT-DENIS-DE-PILE;N/A
33920;SAINT-SAVIN;N/A
33930;VENDAYS-MONTALIVET;N/A
33950;LÈGE-CAP-FERRET;N/A
33980;AUDENGE;N/A
33990;HOURTIN;N/A
34000;MONTPELLIER;N/A
34110;FRONTIGNAN;N/A
34120;PÉZENAS;N/A
34130;MAUGUIO;N/A
34140;MÈZE;N/A
34150;GIGNAC;N/A
34160;CASTRIES;N/A
34170;CASTELNAU-LE-LEZ;N/A
34190;GANGES;N/A
34200;SÈTE;N/A
34210;OLONZAC;N/A
34220;SAINT-PONS-DE-THOMIÈRES;N/A
34230;PAULHAN;N/A
34240;LAMALOU-LES-BAINS;N/A
34250;PALAVAS-LES-FLOTS;N/A
34260;LE BOUSQUET-D'ORB;N/A
34270;SAINT-MATHIEU-DE-TRÉVIERS;N/A
34280;LA GRANDE-MOTTE;N/A
34290;SERVIAN;N/A
34300;AGDE;N/A
34310;MONTADY;N/A
34320;ROUJAN;N/A
34330;LA SALVETAT-SUR-AGOUT;N/A
34340;MARSEILLAN;N/A
34350;VALRAS-PLAGE;N/A
34360;SAINT-CHINIAN;N/A
34370;CAZOULS-LÈS-BÉZIERS;N/A
34380;SAINT-MARTIN-DE-LONDRES;N/A
34390;OLARGUES;N/A
34400;LUNEL;N/A
34410;SÉRIGNAN;N/A
34430;SAINT-JEAN-DE-VÉDAS;N/A
34440;NISSAN-LEZ-ENSERUNE;N/A
34450;VIAS;N/A
34460;CESSENON-SUR-ORB;N/A
34470;PÉROLS;N/A
34480;MAGALAS;N/A
34490;LIGNAN-SUR-ORB;N/A
34510;FLORENSAC;N/A
34530;MONTAGNAC;N/A
34540;BALARUC-LES-BAINS;N/A
34550;BESSAN;N/A
34560;POUSSAN;N/A
34570;PIGNAN;N/A
34590;MARSILLARGUES;N/A
34600;BÉDARIEUX;N/A
34610;SAINT-GERVAIS-SUR-MARE;N/A
34620;PUISSERGUIER;N/A
34630;SAINT-THIBÉRY;N/A
34650;LUNAS;N/A
34660;COURNONTERRAL;N/A
34670;BAILLARGUES;N/A
34680;SAINT-GEORGES-D'ORQUES;N/A
34690;FABRÈGUES;N/A
34710;LESPIGNAN;N/A
34720;CAUX;N/A
34725;SAINT-ANDRÉ-DE-SANGONIS;N/A
34730;PRADES-LE-LEZ;N/A
34740;VENDARGUES;N/A
34750;VILLENEUVE-LÈS-MAGUELONE;N/A
34760;BOUJAN-SUR-LIBRON;N/A
34770;GIGEAN;N/A
34790;GRABELS;N/A
34800;CLERMONT-L'HÉRAULT;N/A
34820;TEYRAN;N/A
34830;JACOU;N/A
34880;LAVÉRUNE;N/A
34920;LE CRÈS;N/A
34970;LATTES;N/A
34980;SAINT-GÉLY-DU-FESC;N/A
34990;JUVIGNAC;N/A
34C01;POMÉROLS/PINET;N/A
34C02;LODÈVE/LE CAYLAR;N/A
34C03;VILLENEUVE-LÈS-BÉZIERS/BÉZIER;N/A
35000;RENNES;17
35113;DOMAGNÉ;N/A
35120;DOL-DE-BRETAGNE;N/A
35130;LA GUERCHE-DE-BRETAGNE;N/A
35131;CHARTRES-DE-BRETAGNE;N/A
35132;VEZIN-LE-COQUET;N/A
35133;LÉCOUSSE;N/A
35134;COËSMES;N/A
35135;CHANTEPIE;N/A
35136;SAINT-JACQUES-DE-LA-LANDE;N/A
35137;BÉDÉE;N/A
35140;SAINT-AUBIN-DU-CORMIER;N/A
35150;JANZÉ;N/A
35160;MONTFORT-SUR-MEU;N/A
35170;BRUZ;N/A
35190;TINTÉNIAC;N/A
35210;LUITRÉ-DOMPIERRE;N/A
35220;CHÂTEAUBOURG;N/A
35230;NOYAL-CHÂTILLON-SUR-SEICHE;N/A
35235;THORIGNÉ-FOUILLARD;N/A
35240;RETIERS;N/A
35250;SAINT-AUBIN-D'AUBIGNÉ;N/A
35260;CANCALE;N/A
35270;COMBOURG;N/A
35290;SAINT-MÉEN-LE-GRAND;N/A
35300;FOUGÈRES;N/A
35310;MORDELLES;N/A
35320;CREVIN;N/A
35330;VAL D'ANAST;N/A
35340;LIFFRÉ;N/A
35350;SAINT-MÉLOIR-DES-ONDES;N/A
35360;MONTAUBAN-DE-BRETAGNE;N/A
35370;ARGENTRÉ-DU-PLESSIS;N/A
35380;PLÉLAN-LE-GRAND;N/A
35390;GRAND-FOUGERAY;N/A
35400;SAINT-MALO;N/A
35410;CHÂTEAUGIRON;N/A
35420;LOUVIGNÉ-DU-DÉSERT;N/A
35430;SAINT-JOUAN-DES-GUÉRETS;N/A
35440;MONTREUIL-SUR-ILLE;N/A
35450;VAL-D'IZÉ;N/A
35470;BAIN-DE-BRETAGNE;N/A
35480;GUIPRY-MESSAC;N/A
35490;SENS-DE-BRETAGNE;N/A
35500;VITRÉ;N/A
35510;CESSON-SÉVIGNÉ;N/A
35520;MELESSE;N/A
35530;NOYAL-SUR-VILAINE;N/A
35540;MINIAC-MORVAN;N/A
35550;PIPRIAC;N/A
35580;GUICHEN;N/A
35590;SAINT-GILLES;N/A
35600;REDON;N/A
35610;PLEINE-FOUGÈRES;N/A
35620;ERCÉ-EN-LAMÉE;N/A
35630;HÉDÉ-BAZOUGES;N/A
35640;MARTIGNÉ-FERCHAUD;N/A
35650;LE RHEU;N/A
35660;LANGON;N/A
35680;PIRÉ-CHANCÉ;N/A
35690;ACIGNÉ;N/A
35720;MESNIL-ROC'H;N/A
35730;PLEURTUIT;N/A
35740;PACÉ;N/A
35750;IFFENDIC;N/A
35760;SAINT-GRÉGOIRE;N/A
35770;VERN-SUR-SEICHE;N/A
35780;LA RICHARDAIS;N/A
35800;DINARD;N/A
35830;BETTON;N/A
35850;GÉVEZÉ;N/A
35870;LE MINIHIC-SUR-RANCE;N/A
35890;LAILLÉ;N/A
35960;LE VIVIER-SUR-MER;N/A
35C01;SAINT-BENOÎT-DES-ONDES/LA FRE;N/A
35C02;VAL-COUESNON/MAEN ROCH;N/A
36000;CHÂTEAUROUX;N/A
36100;ISSOUDUN;N/A
36110;LEVROUX;N/A
36120;ARDENTES;N/A
36130;DÉOLS;N/A
36140;AIGURANDE;N/A
36150;VATAN;N/A
36160;SAINTE-SÉVÈRE-SUR-INDRE;N/A
36170;SAINT-BENOÎT-DU-SAULT;N/A
36180;PELLEVOISIN;N/A
36190;ORSENNES;N/A
36200;ARGENTON-SUR-CREUSE;N/A
36210;CHABRIS;N/A
36220;TOURNON-SAINT-MARTIN;N/A
36230;NEUVY-SAINT-SÉPULCHRE;N/A
36240;ÉCUEILLÉ;N/A
36250;SAINT-MAUR;N/A
36260;REUILLY;N/A
36270;ÉGUZON-CHANTÔME;N/A
36290;MÉZIÈRES-EN-BRENNE;N/A
36300;LE BLANC;N/A
36310;CHAILLAC;N/A
36320;VILLEDIEU-SUR-INDRE;N/A
36330;LE POINÇONNET;N/A
36340;CLUIS;N/A
36350;LUANT;N/A
36360;LUÇAY-LE-MÂLE;N/A
36370;BÉLÂBRE;N/A
36400;LA CHÂTRE;N/A
36500;BUZANÇAIS;N/A
36600;VALENÇAY;N/A
36700;CHÂTILLON-SUR-INDRE;N/A
36800;SAINT-GAULTIER;N/A
37000;TOURS;12
37110;CHÂTEAU-RENAULT;N/A
37120;RICHELIEU;N/A
37130;LANGEAIS;N/A
37140;BOURGUEIL;N/A
37150;BLÉRÉ;N/A
37160;DESCARTES;N/A
37170;CHAMBRAY-LÈS-TOURS;N/A
37190;AZAY-LE-RIDEAU;N/A
37210;VOUVRAY;N/A
37220;L'ÎLE-BOUCHARD;N/A
37230;FONDETTES;N/A
37240;LIGUEIL;N/A
37250;VEIGNÉ;N/A
37260;MONTS;N/A
37270;MONTLOUIS-SUR-LOIRE;N/A
37290;YZEURES-SUR-CREUSE;N/A
37300;JOUÉ-LÈS-TOURS;N/A
37310;TAUXIGNY-SAINT-BAULD;N/A
37320;ESVRES;N/A
37330;CHÂTEAU-LA-VALLIÈRE;N/A
37340;AMBILLOU;N/A
37350;LE GRAND-PRESSIGNY;N/A
37360;SEMBLANÇAY;N/A
37370;BEAUMONT-LOUESTAULT;N/A
37380;MONNAIE;N/A
37390;NOTRE-DAME-D'OÉ;N/A
37400;AMBOISE;N/A
37420;BEAUMONT-EN-VÉRON;N/A
37460;GENILLÉ;N/A
37500;CHINON;N/A
37510;BALLAN-MIRÉ;N/A
37520;LA RICHE;N/A
37530;NAZELLES-NÉGRON;N/A
37540;SAINT-CYR-SUR-LOIRE;N/A
37550;SAINT-AVERTIN;N/A
37600;LOCHES;N/A
37700;SAINT-PIERRE-DES-CORPS;N/A
37800;SAINTE-MAURE-DE-TOURAINE;N/A
38000;GRENOBLE;N/A
38070;SAINT-QUENTIN-FALLAVIER;N/A
38080;L'ISLE-D'ABEAU;N/A
38090;VILLEFONTAINE;N/A
38110;LA TOUR-DU-PIN;N/A
38113;VEUREY-VOROIZE;N/A
38114;ALLEMOND;N/A
38118;HIÈRES-SUR-AMBY;N/A
38120;SAINT-ÉGRÈVE;N/A
38121;REVENTIN-VAUGRIS;N/A
38122;MONTSEVEROUX;N/A
38130;ÉCHIROLLES;N/A
38134;SAINT-JOSEPH-DE-RIVIÈRE;N/A
38138;LES CÔTES-D'AREY;N/A
38140;RIVES;N/A
38150;ROUSSILLON;N/A
38160;SAINT-MARCELLIN;N/A
38170;SEYSSINET-PARISET;N/A
38180;SEYSSINS;N/A
38190;VILLARD-BONNOT;N/A
38200;VIENNE;N/A
38210;TULLINS;N/A
38220;VIZILLE;N/A
38230;CHARVIEU-CHAVAGNEUX;N/A
38240;MEYLAN;N/A
38250;VILLARD-DE-LANS;N/A
38260;LA CÔTE-SAINT-ANDRÉ;N/A
38270;BEAUREPAIRE;N/A
38280;VILLETTE-D'ANTHON;N/A
38290;LA VERPILLIÈRE;N/A
38300;BOURGOIN-JALLIEU;N/A
38320;EYBENS;N/A
38330;SAINT-ISMIER;N/A
38340;VOREPPE;N/A
38350;LA MURE;N/A
38360;SASSENAGE;N/A
38370;SAINT-CLAIR-DU-RHÔNE;N/A
38380;SAINT-LAURENT-DU-PONT;N/A
38390;MONTALIEU-VERCIEU;N/A
38400;SAINT-MARTIN-D'HÈRES;N/A
38410;SAINT-MARTIN-D'URIAGE;N/A
38420;DOMÈNE;N/A
38430;MOIRANS;N/A
38440;SAINT-JEAN-DE-BOURNAY;N/A
38450;VIF;N/A
38460;CRÉMIEU;N/A
38470;VINAY;N/A
38480;LE PONT-DE-BEAUVOISIN;N/A
38490;LES ABRETS EN DAUPHINÉ;N/A
38500;VOIRON;N/A
38510;MORESTEL;N/A
38530;PONTCHARRA;N/A
38540;HEYRIEUX;N/A
38550;LE PÉAGE-DE-ROUSSILLON;N/A
38560;JARRIE;N/A
38570;CRÊTS EN BELLEDONNE;N/A
38580;ALLEVARD;N/A
38590;SAINT-ÉTIENNE-DE-SAINT-GEOIRS;N/A
38600;FONTAINE;N/A
38610;GIÈRES;N/A
38620;SAINT-GEOIRE-EN-VALDAINE;N/A
38630;LES AVENIÈRES VEYRINS-THUELLI;N/A
38640;CLAIX;N/A
38650;MONESTIER-DE-CLERMONT;N/A
38660;LE TOUVET;N/A
38670;CHASSE-SUR-RHÔNE;N/A
38680;SAINT-JUST-DE-CLAIX;N/A
38690;LE GRAND-LEMPS;N/A
38700;LA TRONCHE;N/A
38740;VALBONNAIS;N/A
38750;HUEZ;N/A
38760;VARCES-ALLIÈRES-ET-RISSET;N/A
38770;LA MOTTE-D'AVEILLANS;N/A
38780;PONT-ÉVÊQUE;N/A
38790;SAINT-GEORGES-D'ESPÉRANCHE;N/A
38800;LE PONT-DE-CLAIX;N/A
38830;CRÊTS EN BELLEDONNE;N/A
38840;SAINT-HILAIRE-DU-ROSIER;N/A
38860;LES DEUX ALPES;N/A
38870;SAINT-SIMÉON-DE-BRESSIEUX;N/A
38890;SAINT-CHEF;N/A
38920;CROLLES;N/A
38930;CLELLES;N/A
38940;ROYBON;N/A
38950;SAINT-MARTIN-LE-VINOUX;N/A
38960;SAINT-ÉTIENNE-DE-CROSSEY;N/A
38980;VIRIVILLE;N/A
38C02;AUTRANS-MÉAUDRE EN VERCORS;N/A
38C03;PIERRE-CHÂTEL/NOTRE-DAME-DE-V;N/A
38C04;LE FRENEY-D'OISANS/LE BOURG-D;N/A
38C05;MENS/CORPS;N/A
38C06;VILLAGES DU LAC DE PALADRU;N/A
39000;LONS-LE-SAUNIER;N/A
39100;DOLE;N/A
39110;SALINS-LES-BAINS;N/A
39120;CHAUSSIN;N/A
39130;CLAIRVAUX-LES-LACS;N/A
39140;BLETTERANS;N/A
39150;SAINT-LAURENT-EN-GRANDVAUX;N/A
39160;SAINT-AMOUR;N/A
39170;LAVANS-LÈS-SAINT-CLAUDE;N/A
39190;BEAUFORT-ORBAGNA;N/A
39200;SAINT-CLAUDE;N/A
39210;ARLAY;N/A
39230;DOMBLANS;N/A
39240;ARINTHOD;N/A
39250;MIGNOVILLARD;N/A
39260;MOIRANS-EN-MONTAGNE;N/A
39270;ORGELET;N/A
39290;MOISSEY;N/A
39300;CHAMPAGNOLE;N/A
39310;SEPTMONCEL LES MOLUNES;N/A
39320;VAL SURAN;N/A
39330;MOUCHARD;N/A
39350;DAMPIERRE;N/A
39380;MONT-SOUS-VAUDREY;N/A
39410;SAINT-AUBIN;N/A
39500;TAVAUX;N/A
39570;MONTMOROT;N/A
39600;ARBOIS;N/A
39700;DAMPIERRE;N/A
39800;POLIGNY;N/A
39C01;FONCINE-LE-HAUT/FONCINE-LE-BA;N/A
39C02;LA PESSE/CHASSAL-MOLINGES;N/A
39C03;LES ROUSSES/HAUTS DE BIENNE;N/A
40000;MONT-DE-MARSAN;N/A
40090;SAINT-PERDON;N/A
40100;DAX;N/A
40110;MORCENX-LA-NOUVELLE;N/A
40120;ROQUEFORT;N/A
40130;CAPBRETON;N/A
40140;SOUSTONS;N/A
40150;SOORTS-HOSSEGOR;N/A
40160;PARENTIS-EN-BORN;N/A
40170;SAINT-JULIEN-EN-BORN;N/A
40180;NARROSSE;N/A
40190;VILLENEUVE-DE-MARSAN;N/A
40200;MIMIZAN;N/A
40210;LABOUHEYRE;N/A
40220;TARNOS;N/A
40230;SAINT-VINCENT-DE-TYROSSE;N/A
40240;SAINT-JUSTIN;N/A
40250;MUGRON;N/A
40260;CASTETS;N/A
40270;GRENADE-SUR-L'ADOUR;N/A
40280;SAINT-PIERRE-DU-MONT;N/A
40290;HABAS;N/A
40300;PEYREHORADE;N/A
40310;GABARRET;N/A
